Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-08-07 10:00:00,GM0003,Appingedam,Groningen,5,3,0
2020-08-07 10:00:00,GM0010,Delfzijl,Groningen,18,6,0
2020-08-07 10:00:00,GM0014,Groningen,Groningen,217,18,3
2020-08-07 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-08-07 10:00:00,GM0034,Almere,Flevoland,511,127,32
2020-08-07 10:00:00,GM0037,Stadskanaal,Groningen,9,2,2
2020-08-07 10:00:00,GM0047,Veendam,Groningen,8,2,0
2020-08-07 10:00:00,GM0050,Zeewolde,Flevoland,51,12,6
2020-08-07 10:00:00,GM0059,Achtkarspelen,Friesland,15,0,0
2020-08-07 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-08-07 10:00:00,GM0072,Harlingen,Friesland,17,4,1
2020-08-07 10:00:00,GM0074,Heerenveen,Friesland,95,13,21
2020-08-07 10:00:00,GM0080,Leeuwarden,Friesland,72,33,6
2020-08-07 10:00:00,GM0085,Ooststellingwerf,Friesland,8,3,0
2020-08-07 10:00:00,GM0086,Opsterland,Friesland,24,7,0
2020-08-07 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-08-07 10:00:00,GM0090,Smallingerland,Friesland,59,9,5
2020-08-07 10:00:00,GM0093,Terschelling,Friesland,2,0,0
2020-08-07 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-08-07 10:00:00,GM0098,Weststellingwerf,Friesland,29,3,4
2020-08-07 10:00:00,GM0106,Assen,Drenthe,52,12,2
2020-08-07 10:00:00,GM0109,Coevorden,Drenthe,57,13,2
2020-08-07 10:00:00,GM0114,Emmen,Drenthe,106,20,11
2020-08-07 10:00:00,GM0118,Hoogeveen,Drenthe,102,19,8
2020-08-07 10:00:00,GM0119,Meppel,Drenthe,51,11,5
2020-08-07 10:00:00,GM0141,Almelo,Overijssel,96,23,9
2020-08-07 10:00:00,GM0147,Borne,Overijssel,51,14,6
2020-08-07 10:00:00,GM0148,Dalfsen,Overijssel,84,16,6
2020-08-07 10:00:00,GM0150,Deventer,Overijssel,354,47,33
2020-08-07 10:00:00,GM0153,Enschede,Overijssel,268,54,25
2020-08-07 10:00:00,GM0158,Haaksbergen,Overijssel,56,14,7
2020-08-07 10:00:00,GM0160,Hardenberg,Overijssel,174,23,8
2020-08-07 10:00:00,GM0163,Hellendoorn,Overijssel,97,8,12
2020-08-07 10:00:00,GM0164,Hengelo,Overijssel,136,21,19
2020-08-07 10:00:00,GM0166,Kampen,Overijssel,346,59,27
2020-08-07 10:00:00,GM0168,Losser,Overijssel,26,7,0
2020-08-07 10:00:00,GM0171,Noordoostpolder,Flevoland,82,14,10
2020-08-07 10:00:00,GM0173,Oldenzaal,Overijssel,50,13,7
2020-08-07 10:00:00,GM0175,Ommen,Overijssel,54,9,2
2020-08-07 10:00:00,GM0177,Raalte,Overijssel,158,24,17
2020-08-07 10:00:00,GM0180,Staphorst,Overijssel,61,8,4
2020-08-07 10:00:00,GM0183,Tubbergen,Overijssel,81,12,5
2020-08-07 10:00:00,GM0184,Urk,Flevoland,84,23,4
2020-08-07 10:00:00,GM0189,Wierden,Overijssel,51,5,6
2020-08-07 10:00:00,GM0193,Zwolle,Overijssel,368,53,46
2020-08-07 10:00:00,GM0197,Aalten,Gelderland,60,9,7
2020-08-07 10:00:00,GM0200,Apeldoorn,Gelderland,479,97,50
