Datum,OpgenomenCumulatief
2020-02-27,11
2020-02-28,12
2020-02-29,13
2020-03-01,15
2020-03-02,15
2020-03-03,17
2020-03-04,20
2020-03-05,22
2020-03-06,26
2020-03-07,29
2020-03-08,35
2020-03-09,43
2020-03-10,53
2020-03-11,63
2020-03-12,86
2020-03-13,100
2020-03-14,120
2020-03-15,148
2020-03-16,182
2020-03-17,219
2020-03-18,274
2020-03-19,340
2020-03-20,427
2020-03-21,509
2020-03-22,583
2020-03-23,686
2020-03-24,800
2020-03-25,919
2020-03-26,1032
2020-03-27,1152
2020-03-28,1256
2020-03-29,1348
2020-03-30,1480
2020-03-31,1593
2020-04-01,1667
2020-04-02,1766
2020-04-03,1845
2020-04-04,1911
2020-04-05,1990
2020-04-06,2053
2020-04-07,2113
2020-04-08,2172
2020-04-09,2223
2020-04-10,2274
2020-04-11,2303
2020-04-12,2339
2020-04-13,2384
2020-04-14,2421
2020-04-15,2446
2020-04-16,2476
2020-04-17,2502
2020-04-18,2521
2020-04-19,2541
2020-04-20,2568
2020-04-21,2591
2020-04-22,2606
2020-04-23,2622
2020-04-24,2641
2020-04-25,2655
2020-04-26,2668
2020-04-27,2682
2020-04-28,2698
2020-04-29,2710
2020-04-30,2729
2020-05-01,2738
2020-05-02,2749
2020-05-03,2760
2020-05-04,2772
2020-05-05,2775
2020-05-06,2781
2020-05-07,2791
2020-05-08,2799
2020-05-09,2804
2020-05-10,2809
2020-05-11,2817
2020-05-12,2819
2020-05-13,2823
2020-05-14,2832
2020-05-15,2837
2020-05-16,2845
2020-05-17,2849
2020-05-18,2853
2020-05-19,2855
2020-05-20,2858
2020-05-21,2860
2020-05-22,2865
2020-05-23,2868
2020-05-24,2875
2020-05-25,2876
2020-05-26,2880
2020-05-27,2884
2020-05-28,2885
2020-05-29,2888
2020-05-30,2891
2020-05-31,2894
2020-06-01,2899
2020-06-02,2900
2020-06-03,2905
2020-06-04,2911
2020-06-05,2914
2020-06-06,2916
2020-06-07,2919
2020-06-08,2920
2020-06-09,2922
2020-06-10,2924
2020-06-11,2925
2020-06-12,2928
2020-06-13,2930
2020-06-14,2930
2020-06-15,2931
2020-06-16,2933
2020-06-17,2933
2020-06-18,2934
2020-06-19,2935
2020-06-20,2937
2020-06-21,2937
2020-06-22,2940
2020-06-23,2941
2020-06-24,2942
2020-06-25,2943
2020-06-26,2943
2020-06-27,2943
2020-06-28,2943
2020-06-29,2943
2020-06-30,2945
2020-07-01,2945
2020-07-02,2948
2020-07-03,2948
2020-07-04,2949
2020-07-05,2949
2020-07-06,2950
2020-07-07,2951
2020-07-08,2953
2020-07-09,2954
2020-07-10,2955
2020-07-11,2955
2020-07-12,2956
2020-07-13,2956
2020-07-14,2956
2020-07-15,2957
2020-07-16,2958
2020-07-17,2958
2020-07-18,2958
2020-07-19,2959
2020-07-20,2960
2020-07-21,2962
2020-07-22,2963
2020-07-23,2964
2020-07-24,2966
2020-07-25,2967
2020-07-26,2969
2020-07-27,2973
2020-07-28,2973
2020-07-29,2973
2020-07-30,2976
2020-07-31,2980
2020-08-01,2982
2020-08-02,2984
2020-08-03,2987
2020-08-04,2990
2020-08-05,2992
2020-08-06,2994
2020-08-07,2995
2020-08-08,2996
2020-08-09,3002
2020-08-10,3006
2020-08-11,3009
2020-08-12,3013
2020-08-13,3017
2020-08-14,3023
2020-08-15,3024
2020-08-16,3028
2020-08-17,3037
2020-08-18,3039
2020-08-19,3042
2020-08-20,3047
2020-08-21,3053
2020-08-22,3053
2020-08-23,3058
2020-08-24,3060
2020-08-25,3063
2020-08-26,3063
2020-08-27,3066
2020-08-28,3068
2020-08-29,3071
2020-08-30,3074
2020-08-31,3075
2020-09-01,3077
2020-09-02,3078
2020-09-03,3082
2020-09-04,3086
2020-09-05,3087
2020-09-06,3091
2020-09-07,3094
2020-09-08,3098
2020-09-09,3101
2020-09-10,3106
2020-09-11,3112
2020-09-12,3118
2020-09-13,3122
2020-09-14,3132
2020-09-15,3137
2020-09-16,3138
2020-09-17,3142
2020-09-18,3149
2020-09-19,3162
2020-09-20,3177
2020-09-21,3190
2020-09-22,3201
2020-09-23,3212
2020-09-24,3223
2020-09-25,3241
2020-09-26,3254
2020-09-27,3273
2020-09-28,3288
2020-09-29,3311
2020-09-30,3327
2020-10-01,3340
2020-10-02,3354
2020-10-03,3373
2020-10-04,3395
2020-10-05,3424
2020-10-06,3457
2020-10-07,3487
2020-10-08,3510
2020-10-09,3537
2020-10-10,3564
2020-10-11,3583
2020-10-12,3625
2020-10-13,3662
2020-10-14,3697
2020-10-15,3736
2020-10-16,3792
2020-10-17,3824
2020-10-18,3865
2020-10-19,3925
2020-10-20,3976
2020-10-21,4026
2020-10-22,4069
2020-10-23,4119
2020-10-24,4161
2020-10-25,4208
2020-10-26,4266
2020-10-27,4318
2020-10-28,4372
2020-10-29,4417
2020-10-30,4460
2020-10-31,4509
2020-11-01,4552
2020-11-02,4613
2020-11-03,4648
2020-11-04,4688
2020-11-05,4726
2020-11-06,4761
2020-11-07,4800
2020-11-08,4844
2020-11-09,4886
2020-11-10,4925
2020-11-11,4961
2020-11-12,5003
2020-11-13,5034
2020-11-14,5057
2020-11-15,5091
2020-11-16,5127
2020-11-17,5157
2020-11-18,5190
2020-11-19,5229
2020-11-20,5259
2020-11-21,5278
2020-11-22,5304
2020-11-23,5329
2020-11-24,5365
2020-11-25,5404
2020-11-26,5434
2020-11-27,5451
2020-11-28,5473
2020-11-29,5492
2020-11-30,5516
2020-12-01,5547
2020-12-02,5575
2020-12-03,5609
2020-12-04,5642
2020-12-05,5668
2020-12-06,5697
2020-12-07,5717
2020-12-08,5757
2020-12-09,5792
2020-12-10,5823
2020-12-11,5843
