Datum,OpgenomenCumulatief
2020-02-27,10
2020-02-28,11
2020-02-29,12
2020-03-01,14
2020-03-02,14
2020-03-03,16
2020-03-04,19
2020-03-05,21
2020-03-06,25
2020-03-07,28
2020-03-08,34
2020-03-09,42
2020-03-10,52
2020-03-11,62
2020-03-12,85
2020-03-13,99
2020-03-14,119
2020-03-15,148
2020-03-16,182
2020-03-17,219
2020-03-18,273
2020-03-19,339
2020-03-20,426
2020-03-21,508
2020-03-22,582
2020-03-23,685
2020-03-24,799
2020-03-25,918
2020-03-26,1032
2020-03-27,1152
2020-03-28,1257
2020-03-29,1350
2020-03-30,1482
2020-03-31,1595
2020-04-01,1669
2020-04-02,1766
2020-04-03,1845
2020-04-04,1911
2020-04-05,1990
2020-04-06,2053
2020-04-07,2113
2020-04-08,2172
2020-04-09,2223
2020-04-10,2274
2020-04-11,2303
2020-04-12,2339
2020-04-13,2384
2020-04-14,2421
2020-04-15,2446
2020-04-16,2476
2020-04-17,2502
2020-04-18,2521
2020-04-19,2541
2020-04-20,2568
2020-04-21,2590
2020-04-22,2605
2020-04-23,2621
2020-04-24,2640
2020-04-25,2654
2020-04-26,2667
2020-04-27,2681
2020-04-28,2697
2020-04-29,2709
2020-04-30,2728
2020-05-01,2737
2020-05-02,2748
2020-05-03,2759
2020-05-04,2771
2020-05-05,2774
2020-05-06,2780
2020-05-07,2791
2020-05-08,2799
2020-05-09,2804
2020-05-10,2809
2020-05-11,2817
2020-05-12,2819
2020-05-13,2823
2020-05-14,2832
2020-05-15,2837
2020-05-16,2845
2020-05-17,2849
2020-05-18,2853
2020-05-19,2855
2020-05-20,2858
2020-05-21,2860
2020-05-22,2865
2020-05-23,2868
2020-05-24,2875
2020-05-25,2876
2020-05-26,2880
2020-05-27,2884
2020-05-28,2885
2020-05-29,2888
2020-05-30,2891
2020-05-31,2894
2020-06-01,2899
2020-06-02,2900
2020-06-03,2905
2020-06-04,2911
2020-06-05,2914
2020-06-06,2916
2020-06-07,2919
2020-06-08,2920
2020-06-09,2922
2020-06-10,2924
2020-06-11,2925
2020-06-12,2928
2020-06-13,2930
2020-06-14,2930
2020-06-15,2931
2020-06-16,2933
2020-06-17,2933
2020-06-18,2934
2020-06-19,2935
2020-06-20,2937
2020-06-21,2937
2020-06-22,2940
2020-06-23,2941
2020-06-24,2942
2020-06-25,2943
2020-06-26,2943
2020-06-27,2943
2020-06-28,2943
2020-06-29,2943
2020-06-30,2945
2020-07-01,2945
2020-07-02,2948
2020-07-03,2948
2020-07-04,2949
2020-07-05,2949
2020-07-06,2950
2020-07-07,2951
2020-07-08,2953
2020-07-09,2954
2020-07-10,2955
2020-07-11,2955
2020-07-12,2956
2020-07-13,2956
2020-07-14,2956
2020-07-15,2957
2020-07-16,2958
2020-07-17,2958
2020-07-18,2958
2020-07-19,2959
2020-07-20,2960
2020-07-21,2962
2020-07-22,2963
2020-07-23,2964
2020-07-24,2966
2020-07-25,2967
2020-07-26,2969
2020-07-27,2973
2020-07-28,2973
2020-07-29,2973
2020-07-30,2976
2020-07-31,2980
2020-08-01,2982
2020-08-02,2984
2020-08-03,2987
2020-08-04,2990
2020-08-05,2992
2020-08-06,2994
2020-08-07,2995
2020-08-08,2996
2020-08-09,3002
2020-08-10,3006
2020-08-11,3009
2020-08-12,3013
2020-08-13,3017
2020-08-14,3023
2020-08-15,3024
2020-08-16,3028
2020-08-17,3037
2020-08-18,3039
2020-08-19,3042
2020-08-20,3047
2020-08-21,3053
2020-08-22,3053
2020-08-23,3058
2020-08-24,3060
2020-08-25,3063
2020-08-26,3063
2020-08-27,3066
2020-08-28,3068
2020-08-29,3071
2020-08-30,3074
2020-08-31,3075
2020-09-01,3077
2020-09-02,3078
2020-09-03,3082
2020-09-04,3086
2020-09-05,3087
2020-09-06,3091
2020-09-07,3094
2020-09-08,3098
2020-09-09,3101
2020-09-10,3106
2020-09-11,3112
2020-09-12,3118
2020-09-13,3122
2020-09-14,3132
2020-09-15,3137
2020-09-16,3138
2020-09-17,3142
2020-09-18,3149
2020-09-19,3162
2020-09-20,3177
2020-09-21,3190
2020-09-22,3202
2020-09-23,3213
2020-09-24,3224
2020-09-25,3242
2020-09-26,3255
2020-09-27,3274
2020-09-28,3289
2020-09-29,3312
2020-09-30,3328
2020-10-01,3341
2020-10-02,3355
2020-10-03,3374
2020-10-04,3397
2020-10-05,3426
2020-10-06,3459
2020-10-07,3489
2020-10-08,3512
2020-10-09,3539
2020-10-10,3566
2020-10-11,3585
2020-10-12,3627
2020-10-13,3664
2020-10-14,3700
2020-10-15,3739
2020-10-16,3795
2020-10-17,3827
2020-10-18,3868
2020-10-19,3928
2020-10-20,3979
2020-10-21,4029
2020-10-22,4072
2020-10-23,4122
2020-10-24,4164
2020-10-25,4211
2020-10-26,4269
2020-10-27,4321
2020-10-28,4375
2020-10-29,4421
2020-10-30,4466
2020-10-31,4515
2020-11-01,4558
2020-11-02,4619
2020-11-03,4654
2020-11-04,4694
2020-11-05,4733
2020-11-06,4768
2020-11-07,4808
2020-11-08,4851
2020-11-09,4894
2020-11-10,4933
2020-11-11,4969
2020-11-12,5011
2020-11-13,5042
2020-11-14,5063
2020-11-15,5098
2020-11-16,5136
2020-11-17,5163
2020-11-18,5181
