Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,6
2020-03-15,6
2020-03-16,7
2020-03-17,7
2020-03-18,10
2020-03-19,10
2020-03-20,12
2020-03-21,14
2020-03-22,17
2020-03-23,19
2020-03-24,23
2020-03-25,27
2020-03-26,37
2020-03-27,43
2020-03-28,47
2020-03-29,58
2020-03-30,67
2020-03-31,83
2020-04-01,101
2020-04-02,115
2020-04-03,137
2020-04-04,150
2020-04-05,160
2020-04-06,181
2020-04-07,202
2020-04-08,226
2020-04-09,254
2020-04-10,280
2020-04-11,299
2020-04-12,316
2020-04-13,331
2020-04-14,378
2020-04-15,430
2020-04-16,478
2020-04-17,521
2020-04-18,543
2020-04-19,549
2020-04-20,605
2020-04-21,655
2020-04-22,698
2020-04-23,742
2020-04-24,802
2020-04-25,819
2020-04-26,826
2020-04-27,836
2020-04-28,883
2020-04-29,920
2020-04-30,959
2020-05-01,999
2020-05-02,1014
2020-05-03,1021
2020-05-04,1061
2020-05-05,1072
2020-05-06,1108
2020-05-07,1144
2020-05-08,1177
2020-05-09,1186
2020-05-10,1189
2020-05-11,1226
2020-05-12,1268
2020-05-13,1300
2020-05-14,1328
2020-05-15,1363
2020-05-16,1373
2020-05-17,1377
2020-05-18,1410
2020-05-19,1439
2020-05-20,1467
2020-05-21,1473
2020-05-22,1506
2020-05-23,1509
2020-05-24,1509
2020-05-25,1531
2020-05-26,1549
2020-05-27,1573
2020-05-28,1602
2020-05-29,1621
2020-05-30,1627
2020-05-31,1627
2020-06-01,1627
2020-06-02,1652
2020-06-03,1671
2020-06-04,1688
2020-06-05,1698
2020-06-06,1700
2020-06-07,1702
2020-06-08,1718
2020-06-09,1729
2020-06-10,1742
2020-06-11,1751
2020-06-12,1759
2020-06-13,1759
2020-06-14,1760
2020-06-15,1777
2020-06-16,1781
2020-06-17,1787
2020-06-18,1794
2020-06-19,1804
2020-06-20,1804
2020-06-21,1804
2020-06-22,1809
2020-06-23,1813
2020-06-24,1819
2020-06-25,1825
2020-06-26,1829
2020-06-27,1829
2020-06-28,1829
2020-06-29,1835
2020-06-30,1840
2020-07-01,1840
2020-07-02,1843
2020-07-03,1847
2020-07-04,1847
2020-07-05,1848
2020-07-06,1851
2020-07-07,1854
2020-07-08,1854
