Datum,Opgenomen
2020-02-27,6
2020-02-28,6
2020-02-29,7
2020-03-01,8
2020-03-02,8
2020-03-03,9
2020-03-04,12
2020-03-05,13
2020-03-06,16
2020-03-07,18
2020-03-08,24
2020-03-09,30
2020-03-10,37
2020-03-11,47
2020-03-12,68
2020-03-13,79
2020-03-14,97
2020-03-15,121
2020-03-16,151
2020-03-17,179
2020-03-18,229
2020-03-19,289
2020-03-20,367
2020-03-21,432
2020-03-22,483
2020-03-23,577
2020-03-24,658
2020-03-25,756
2020-03-26,838
2020-03-27,927
2020-03-28,996
2020-03-29,1044
2020-03-30,1135
2020-03-31,1193
2020-04-01,1212
2020-04-02,1257
2020-04-03,1287
2020-04-04,1291
2020-04-05,1313
2020-04-06,1321
2020-04-07,1331
2020-04-08,1304
2020-04-09,1299
2020-04-10,1312
2020-04-11,1272
2020-04-12,1259
2020-04-13,1241
2020-04-14,1229
2020-04-15,1200
