Datum,OpgenomenCumulatief
2020-02-27,6
2020-02-28,7
2020-02-29,8
2020-03-01,10
2020-03-02,10
2020-03-03,11
2020-03-04,14
2020-03-05,16
2020-03-06,19
2020-03-07,22
2020-03-08,28
2020-03-09,36
2020-03-10,46
2020-03-11,57
2020-03-12,80
2020-03-13,94
2020-03-14,112
2020-03-15,141
2020-03-16,174
2020-03-17,209
2020-03-18,264
2020-03-19,332
2020-03-20,419
2020-03-21,500
2020-03-22,573
2020-03-23,674
2020-03-24,786
2020-03-25,905
2020-03-26,1017
2020-03-27,1135
2020-03-28,1241
2020-03-29,1333
2020-03-30,1465
2020-03-31,1576
2020-04-01,1649
2020-04-02,1748
2020-04-03,1828
2020-04-04,1892
2020-04-05,1966
2020-04-06,2030
2020-04-07,2091
2020-04-08,2153
2020-04-09,2207
2020-04-10,2257
2020-04-11,2286
2020-04-12,2322
2020-04-13,2367
2020-04-14,2403
2020-04-15,2427
2020-04-16,2458
2020-04-17,2485
2020-04-18,2502
2020-04-19,2523
2020-04-20,2551
2020-04-21,2574
2020-04-22,2588
2020-04-23,2604
2020-04-24,2622
2020-04-25,2637
2020-04-26,2650
2020-04-27,2667
2020-04-28,2682
2020-04-29,2694
2020-04-30,2711
2020-05-01,2720
2020-05-02,2729
2020-05-03,2741
2020-05-04,2754
2020-05-05,2758
2020-05-06,2764
2020-05-07,2776
2020-05-08,2784
2020-05-09,2790
2020-05-10,2796
2020-05-11,2803
2020-05-12,2807
2020-05-13,2811
2020-05-14,2817
2020-05-15,2822
2020-05-16,2832
2020-05-17,2839
